poop,name,type,year,population,population_percent_change
0500000US12049,"Hardee County, Florida",county,2013,27336,-0.04
0500000US12049,"Hardee County, Florida",county,2012,27347,-1.239
0500000US12049,"Hardee County, Florida",county,2011,27690,0.614
0500000US12049,"Hardee County, Florida",county,2010,27521,-4.055
0500000US12049,"Hardee County, Florida",county,2009,28684,0
0500000US12051,"Hendry County, Florida",county,2013,38346,-0.835
0500000US12051,"Hendry County, Florida",county,2012,38669,-1.062
0500000US12051,"Hendry County, Florida",county,2011,39084,0.138
0500000US12051,"Hendry County, Florida",county,2010,39030,-0.545
0500000US12051,"Hendry County, Florida",county,2009,39244,0
0500000US12053,"Hernando County, Florida",county,2013,173119,0.194
0500000US12053,"Hernando County, Florida",county,2012,172784,0.41
0500000US12053,"Hernando County, Florida",county,2011,172079,1.023
0500000US12053,"Hernando County, Florida",county,2010,170337,2.404
0500000US12053,"Hernando County, Florida",county,2009,166338,0
0500000US12055,"Highlands County, Florida",county,2013,98275,-0.465
0500000US12055,"Highlands County, Florida",county,2012,98734,-0.254
0500000US12055,"Highlands County, Florida",county,2011,98985,0.18
0500000US12055,"Highlands County, Florida",county,2010,98807,1.094
0500000US12055,"Highlands County, Florida",county,2009,97738,0
0500000US12057,"Hillsborough County, Florida",county,2013,1257913,1.579
0500000US12057,"Hillsborough County, Florida",county,2012,1238365,1.561
0500000US12057,"Hillsborough County, Florida",county,2011,1219331,1.591
0500000US12057,"Hillsborough County, Florida",county,2010,1200236,2.838
0500000US12057,"Hillsborough County, Florida",county,2009,1167116,0
0500000US12059,"Holmes County, Florida",county,2013,19864,-0.536
0500000US12059,"Holmes County, Florida",county,2012,19971,-0.16
0500000US12059,"Holmes County, Florida",county,2011,20003,0.055
0500000US12059,"Holmes County, Florida",county,2010,19992,4.862
0500000US12059,"Holmes County, Florida",county,2009,19065,0
0500000US12061,"Indian River County, Florida",county,2013,139356,0.834
0500000US12061,"Indian River County, Florida",county,2012,138203,0.875
0500000US12061,"Indian River County, Florida",county,2011,137004,1.097
0500000US12061,"Indian River County, Florida",county,2010,135518,2.812
0500000US12061,"Indian River County, Florida",county,2009,131811,0
0500000US12063,"Jackson County, Florida",county,2013,49326,-0.53
0500000US12063,"Jackson County, Florida",county,2012,49589,0.105
0500000US12063,"Jackson County, Florida",county,2011,49537,0.411
0500000US12063,"Jackson County, Florida",county,2010,49334,-0.572
0500000US12063,"Jackson County, Florida",county,2009,49618,0
0500000US12065,"Jefferson County, Florida",county,2013,14469,-0.652
0500000US12065,"Jefferson County, Florida",county,2012,14564,-0.397
0500000US12065,"Jefferson County, Florida",county,2011,14622,0.267
0500000US12065,"Jefferson County, Florida",county,2010,14583,4.665
0500000US12065,"Jefferson County, Florida",county,2009,13933,0
0500000US12067,"Lafayette County, Florida",county,2013,8745,0.888
0500000US12067,"Lafayette County, Florida",county,2012,8668,0.475
0500000US12067,"Lafayette County, Florida",county,2011,8627,1.423
0500000US12067,"Lafayette County, Florida",county,2010,8506,6.578
0500000US12067,"Lafayette County, Florida",county,2009,7981,0
0500000US12069,"Lake County, Florida",county,2013,300926,0.984
0500000US12069,"Lake County, Florida",county,2012,297995,0.812
0500000US12069,"Lake County, Florida",county,2011,295594,1.345
0500000US12069,"Lake County, Florida",county,2010,291671,-2.067
0500000US12069,"Lake County, Florida",county,2009,297828,0
0500000US12071,"Lee County, Florida",county,2013,633968,1.572
0500000US12071,"Lee County, Florida",county,2012,624155,1.331
0500000US12071,"Lee County, Florida",county,2011,615955,1.615
0500000US12071,"Lee County, Florida",county,2010,606165,5.663
0500000US12071,"Lee County, Florida",county,2009,573676,0
0500000US12073,"Leon County, Florida",county,2013,278624,0.766
0500000US12073,"Leon County, Florida",county,2012,276506,1.154
0500000US12073,"Leon County, Florida",county,2011,273352,1.088
0500000US12073,"Leon County, Florida",county,2010,270409,3.596
0500000US12073,"Leon County, Florida",county,2009,261023,0
0500000US12075,"Levy County, Florida",county,2013,40289,-0.622
0500000US12075,"Levy County, Florida",county,2012,40541,-0.037
0500000US12075,"Levy County, Florida",county,2011,40556,0.349
0500000US12075,"Levy County, Florida",county,2010,40415,4.824
0500000US12075,"Levy County, Florida",county,2009,38555,0
0500000US12077,"Liberty County, Florida",county,2013,8308,0.096
0500000US12077,"Liberty County, Florida",county,2012,8300,0.109
0500000US12077,"Liberty County, Florida",county,2011,8291,0.741
0500000US12077,"Liberty County, Florida",county,2010,8230,5.364
0500000US12077,"Liberty County, Florida",county,2009,7811,0
0500000US12079,"Madison County, Florida",county,2013,19070,-0.61
0500000US12079,"Madison County, Florida",county,2012,19187,-0.426
0500000US12079,"Madison County, Florida",county,2011,19269,-0.161
0500000US12079,"Madison County, Florida",county,2010,19300,1.987
0500000US12079,"Madison County, Florida",county,2009,18924,0
0500000US12081,"Manatee County, Florida",county,2013,329487,1.432
0500000US12081,"Manatee County, Florida",county,2012,324834,1.101
0500000US12081,"Manatee County, Florida",county,2011,321296,0.84
0500000US12081,"Manatee County, Florida",county,2010,318619,1.792
0500000US12081,"Manatee County, Florida",county,2009,313011,0
0500000US12083,"Marion County, Florida",county,2013,333503,0.457
0500000US12083,"Marion County, Florida",county,2012,331987,0.572
0500000US12083,"Marion County, Florida",county,2011,330100,1
0500000US12083,"Marion County, Florida",county,2010,326833,2.492
0500000US12083,"Marion County, Florida",county,2009,318886,0
0500000US12085,"Martin County, Florida",county,2013,147786,0.88
0500000US12085,"Martin County, Florida",county,2012,146497,0.699
0500000US12085,"Martin County, Florida",county,2011,145480,0.802
0500000US12085,"Martin County, Florida",county,2010,144322,3.985
0500000US12085,"Martin County, Florida",county,2009,138791,0
0500000US12086,"Miami-Dade County, Florida",county,2013,2549075,1.467
0500000US12086,"Miami-Dade County, Florida",county,2012,2512219,1.517
0500000US12086,"Miami-Dade County, Florida",county,2011,2474676,1.198
0500000US12086,"Miami-Dade County, Florida",county,2010,2445374,-0.475
0500000US12086,"Miami-Dade County, Florida",county,2009,2457044,0
0500000US12087,"Monroe County, Florida",county,2013,74213,1.004
0500000US12087,"Monroe County, Florida",county,2012,73475,0.557
0500000US12087,"Monroe County, Florida",county,2011,73068,0.004
0500000US12087,"Monroe County, Florida",county,2010,73065,-1.296
0500000US12087,"Monroe County, Florida",county,2009,74024,0
0500000US12089,"Nassau County, Florida",county,2013,74163,1.173
0500000US12089,"Nassau County, Florida",county,2012,73303,1.277
0500000US12089,"Nassau County, Florida",county,2011,72379,1.8
0500000US12089,"Nassau County, Florida",county,2010,71099,4.593
0500000US12089,"Nassau County, Florida",county,2009,67977,0
0500000US12091,"Okaloosa County, Florida",county,2013,185852,1.337
0500000US12091,"Okaloosa County, Florida",county,2012,183400,0.784
0500000US12091,"Okaloosa County, Florida",county,2011,181973,-0.057
0500000US12091,"Okaloosa County, Florida",county,2010,182076,0.619
0500000US12091,"Okaloosa County, Florida",county,2009,180955,0
0500000US12093,"Okeechobee County, Florida",county,2013,39642,-0.344
0500000US12093,"Okeechobee County, Florida",county,2012,39779,-0.498
0500000US12093,"Okeechobee County, Florida",county,2011,39978,0.238
0500000US12093,"Okeechobee County, Florida",county,2010,39883,-0.133
0500000US12093,"Okeechobee County, Florida",county,2009,39936,0
0500000US12095,"Orange County, Florida",county,2013,1175416,1.874
0500000US12095,"Orange County, Florida",county,2012,1153795,1.828
0500000US12095,"Orange County, Florida",county,2011,1133087,1.523
0500000US12095,"Orange County, Florida",county,2010,1116094,5.06
0500000US12095,"Orange County, Florida",county,2009,1062344,0
0500000US12097,"Osceola County, Florida",county,2013,279837,2.747
0500000US12097,"Osceola County, Florida",county,2012,272355,2.648
0500000US12097,"Osceola County, Florida",county,2011,265328,2.629
0500000US12097,"Osceola County, Florida",county,2010,258531,1.489
0500000US12097,"Osceola County, Florida",county,2009,254739,0
0500000US12099,"Palm Beach County, Florida",county,2013,1339221,1.143
0500000US12099,"Palm Beach County, Florida",county,2012,1324085,1.121
0500000US12099,"Palm Beach County, Florida",county,2011,1309401,0.773
0500000US12099,"Palm Beach County, Florida",county,2010,1299356,2.424
0500000US12099,"Palm Beach County, Florida",county,2009,1268601,0
0500000US12101,"Pasco County, Florida",county,2013,468194,0.627
0500000US12101,"Pasco County, Florida",county,2012,465276,0.731
0500000US12101,"Pasco County, Florida",county,2011,461898,1.179
0500000US12101,"Pasco County, Florida",county,2010,456514,0.569
0500000US12101,"Pasco County, Florida",county,2009,453933,0
0500000US12103,"Pinellas County, Florida",county,2013,920015,0.286
0500000US12103,"Pinellas County, Florida",county,2012,917389,0.064
0500000US12103,"Pinellas County, Florida",county,2011,916806,-0.159
0500000US12103,"Pinellas County, Florida",county,2010,918263,0.356
0500000US12103,"Pinellas County, Florida",county,2009,915003,0
0500000US12105,"Polk County, Florida",county,2013,610295,0.948
0500000US12105,"Polk County, Florida",county,2012,604562,1.034
0500000US12105,"Polk County, Florida",county,2011,598376,1.4
0500000US12105,"Polk County, Florida",county,2010,590116,4.14
0500000US12105,"Polk County, Florida",county,2009,566657,0
0500000US12107,"Putnam County, Florida",county,2013,73683,-0.729
0500000US12107,"Putnam County, Florida",county,2012,74224,-0.497
0500000US12107,"Putnam County, Florida",county,2011,74595,-0.161
0500000US12107,"Putnam County, Florida",county,2010,74715,2
0500000US12107,"Putnam County, Florida",county,2009,73250,0
0500000US12109,"St. Johns County, Florida",county,2013,197115,2.935
0500000US12109,"St. Johns County, Florida",county,2012,191495,2.912
0500000US12109,"St. Johns County, Florida",county,2011,186077,3.019
0500000US12109,"St. Johns County, Florida",county,2010,180624,3.217
0500000US12109,"St. Johns County, Florida",county,2009,174994,0
0500000US12111,"St. Lucie County, Florida",county,2013,281015,0.995
0500000US12111,"St. Lucie County, Florida",county,2012,278246,1.293
0500000US12111,"St. Lucie County, Florida",county,2011,274693,1.867
0500000US12111,"St. Lucie County, Florida",county,2010,269659,5.342
0500000US12111,"St. Lucie County, Florida",county,2009,255984,0
0500000US12113,"Santa Rosa County, Florida",county,2013,155579,1.628
0500000US12113,"Santa Rosa County, Florida",county,2012,153086,2.008
0500000US12113,"Santa Rosa County, Florida",county,2011,150073,1.512
0500000US12113,"Santa Rosa County, Florida",county,2010,147838,0.364
0500000US12113,"Santa Rosa County, Florida",county,2009,147302,0
0500000US12115,"Sarasota County, Florida",county,2013,383094,0.687
0500000US12115,"Sarasota County, Florida",county,2012,380479,0.548
0500000US12115,"Sarasota County, Florida",county,2011,378404,0.586
0500000US12115,"Sarasota County, Florida",county,2010,376200,2.382
0500000US12115,"Sarasota County, Florida",county,2009,367446,0
0500000US12117,"Seminole County, Florida",county,2013,427184,0.896
0500000US12117,"Seminole County, Florida",county,2012,423389,0.893
0500000US12117,"Seminole County, Florida",county,2011,419641,0.554
0500000US12117,"Seminole County, Florida",county,2010,417330,2.113
0500000US12117,"Seminole County, Florida",county,2009,408694,0
0500000US12119,"Sumter County, Florida",county,2013,98409,4.424
0500000US12119,"Sumter County, Florida",county,2012,94240,4.42
0500000US12119,"Sumter County, Florida",county,2011,90251,5.076
0500000US12119,"Sumter County, Florida",county,2010,85891,20.095
0500000US12119,"Sumter County, Florida",county,2009,71519,0
0500000US12121,"Suwannee County, Florida",county,2013,42865,1.367
0500000US12121,"Suwannee County, Florida",county,2012,42287,2.711
0500000US12121,"Suwannee County, Florida",county,2011,41171,1.219
0500000US12121,"Suwannee County, Florida",county,2010,40675,3.615
0500000US12121,"Suwannee County, Florida",county,2009,39256,0
0500000US12123,"Taylor County, Florida",county,2013,22660,0.439
0500000US12123,"Taylor County, Florida",county,2012,22561,0.8
0500000US12123,"Taylor County, Florida",county,2011,22382,1.736
0500000US12123,"Taylor County, Florida",county,2010,22000,6.162
0500000US12123,"Taylor County, Florida",county,2009,20723,0
0500000US12125,"Union County, Florida",county,2013,15307,-0.604
0500000US12125,"Union County, Florida",county,2012,15400,-0.542
0500000US12125,"Union County, Florida",county,2011,15484,0.709
0500000US12125,"Union County, Florida",county,2010,15375,5.496
0500000US12125,"Union County, Florida",county,2009,14574,0
0500000US12127,"Volusia County, Florida",county,2013,496268,0.139
0500000US12127,"Volusia County, Florida",county,2012,495581,-0.102
0500000US12127,"Volusia County, Florida",county,2011,496089,0.007
0500000US12127,"Volusia County, Florida",county,2010,496053,0.324
0500000US12127,"Volusia County, Florida",county,2009,494449,0
0500000US12129,"Wakulla County, Florida",county,2013,30824,1.232
0500000US12129,"Wakulla County, Florida",county,2012,30449,1.453
0500000US12129,"Wakulla County, Florida",county,2011,30013,2.196
0500000US12129,"Wakulla County, Florida",county,2010,29368,-2.858
0500000US12129,"Wakulla County, Florida",county,2009,30232,0
0500000US12131,"Walton County, Florida",county,2013,56590,2.242
0500000US12131,"Walton County, Florida",county,2012,55349,1.915
0500000US12131,"Walton County, Florida",county,2011,54309,1.767
0500000US12131,"Walton County, Florida",county,2010,53366,1.595
0500000US12131,"Walton County, Florida",county,2009,52528,0
0500000US12133,"Washington County, Florida",county,2013,24702,-0.121
0500000US12133,"Washington County, Florida",county,2012,24732,0.77
0500000US12133,"Washington County, Florida",county,2011,24543,1.733
0500000US12133,"Washington County, Florida",county,2010,24125,4.905
0500000US12133,"Washington County, Florida",county,2009,22997,0
0500000US13001,"Appling County, Georgia",county,2013,18354,0.41
0500000US13001,"Appling County, Georgia",county,2012,18279,0.423
0500000US13001,"Appling County, Georgia",county,2011,18202,0.842
0500000US13001,"Appling County, Georgia",county,2010,18050,1.002
0500000US13001,"Appling County, Georgia",county,2009,17871,0
0500000US13003,"Atkinson County, Georgia",county,2013,8332,-0.275
0500000US13003,"Atkinson County, Georgia",county,2012,8355,-0.239
0500000US13003,"Atkinson County, Georgia",county,2011,8375,0.516
0500000US13003,"Atkinson County, Georgia",county,2010,8332,2.56
0500000US13003,"Atkinson County, Georgia",county,2009,8124,0
0500000US13005,"Bacon County, Georgia",county,2013,11159,0.315
0500000US13005,"Bacon County, Georgia",county,2012,11124,0.442
0500000US13005,"Bacon County, Georgia",county,2011,11075,0.966
0500000US13005,"Bacon County, Georgia",county,2010,10969,4.826
0500000US13005,"Bacon County, Georgia",county,2009,10464,0
